id,Tip restavracije 
1406,Italian
1406,Desserts
1406,Diners
1407,American (New)
1408,Breakfast & Brunch
1408,Sandwiches
1408,Coffee & Tea
1409,Belgian
1409,Brasseries
1410,Seafood
1410,Fish & Chips
1411,Belgian
1412,Belgian
1412,Seafood
1413,Juice Bars & Smoothies
1413,Breakfast & Brunch
1413,Cafes
1414,Belgian
1414,Brasseries
1414,Steakhouses
1415,Asian Fusion
1416,Modern European
1416,Delicatessen
1416,Breakfast & Brunch
1417,Bagels
1417,Burgers
1417,Belgian
1418,Japanese
1419,Wine Bars
1419,Italian
1420,Belgian
1421,Bakeries
1421,Sandwiches
1422,Belgian
1422,Lounges
1423,Beer Bar
1423,Tapas/Small Plates
1424,Mediterranean
1425,Ethiopian
1425,Music Venues
1426,Brasseries
1426,Lounges
1427,Italian
1427,Venues & Event Spaces
1428,Health Markets
1428,Breakfast & Brunch
1428,Caterers
1429,Korean
1430,Museums
1430,Cafes
1431,Brasseries
1431,Modern European
1432,Italian
1433,Bars
1433,Cafes
1433,French
1434,Japanese
1434,Sushi Bars
1435,Brasseries
1435,Fast Food
1436,Desserts
1436,Waffles
1437,Cafes
1437,Brasseries
1438,Greek
1439,Japanese
1440,Sushi Bars
1440,Japanese
1441,Coffee & Tea
1441,Breakfast & Brunch
1442,Belgian
1443,Wine Bars
1443,Pizza
1443,Cafes
1444,Italian
1445,Lebanese
1446,Juice Bars & Smoothies
1446,Burgers
1446,Salad
1447,Creperies
1448,Vietnamese
1449,Belgian
1449,Cafes
1450,Belgian
1451,Tapas/Small Plates
1452,Belgian
1453,Japanese
1454,Bistros
1455,Modern European
1455,Belgian
1456,French
1457,Steakhouses
1457,Burgers
1457,Cocktail Bars
1458,Burgers
1459,Cocktail Bars
1459,Argentine
1459,Tapas Bars
1460,Pizza
1461,Cajun/Creole
1461,Pubs
1462,Argentine
1462,Bars
1463,Cafeteria
1463,Bakeries
1463,Patisserie/Cake Shop
1464,Cafeteria
1464,Coffee & Tea
1465,American (Traditional)
1465,Cocktail Bars
1466,Burgers
1466,Sandwiches
1466,Beer Bar
1467,Steakhouses
1468,Steakhouses
1468,Delis
1468,Bars
1469,American (Traditional)
1469,Burgers
1470,Japanese
1470,Taiwanese
1471,Steakhouses
1471,Argentine
1472,Cocktail Bars
1472,Breakfast & Brunch
1473,Arabian
1473,Armenian
1473,Middle Eastern
1474,Burgers
1475,Tapas Bars
1475,Pubs
1475,Cocktail Bars
1476,Bars
1476,Argentine
1477,Pizza
1478,Argentine
1478,Cocktail Bars
1479,Argentine
1479,Steakhouses
1480,Cafeteria
1480,Bakeries
1480,Sandwiches
1481,Peruvian
1481,Nikkei
1482,Bars
1482,Cafeteria
1482,Argentine
1483,Barbeque
1484,Latin American
1484,Bars
1485,Mexican
1486,Italian
1486,Sandwiches
1487,Rotisserie Chicken
1487,Delis
1488,Argentine
1488,Beer Bar
1489,Cafeteria
1489,Breakfast & Brunch
1490,Pizza
1490,Italian
1491,Steakhouses
1492,Sandwiches
1493,Pizza
1493,Empanadas
1494,Peruvian
1494,Seafood
1495,Sandwiches
1495,Delicatessen
1495,Bagels
1496,Argentine
1496,Pizza
1497,Tapas/Small Plates
1497,Cocktail Bars
1498,Desserts
1498,Argentine
1498,Cafeteria
1499,Bars
1499,Argentine
1500,Steakhouses
1500,Argentine
1501,Cafeteria
1502,Cocktail Bars
1502,Tapas Bars
1503,Arabian
1504,Italian
1504,Pizza
1505,Cafeteria
1506,Steakhouses
1507,Pizza
1507,Burgers
1507,Pubs
1508,Italian
1508,Bakeries
1508,Breakfast & Brunch
1509,Ramen
1509,Noodles
1510,Sandwiches
1510,Breakfast & Brunch
1510,American (Traditional)
1511,Lounges
1511,French
1512,Breakfast & Brunch
1513,Italian
1513,Cocktail Bars
1513,Pizza
1514,Breakfast & Brunch
1514,Cafes
1515,Bakeries
1515,Cafes
1515,Cocktail Bars
1516,American (New)
1516,Pizza
1516,Bakeries
1517,American (New)
1517,Steakhouses
1517,Breakfast & Brunch
1518,Delis
1518,Sandwiches
1519,Barbeque
1519,Korean
1520,Seafood
1520,Live/Raw Food
1520,Sushi Bars
1521,Gastropubs
1521,Burgers
1521,Bars
1522,Latin American
1522,Brazilian
1522,Pizza
1523,French
1523,Breakfast & Brunch
1524,Japanese
1524,Noodles
1524,Asian Fusion
1525,Seafood
1526,Mediterranean
1526,Spanish
1526,Sandwiches
1527,American (New)
1527,Burgers
1527,Gastropubs
1528,Ramen
1528,Noodles
1529,Gastropubs
1529,American (New)
1530,Mexican
1531,Breakfast & Brunch
1531,American (Traditional)
1532,American (New)
1533,Wine Bars
1533,Tapas Bars
1533,Cocktail Bars
1534,Gastropubs
1535,Dim Sum
1535,Bars
1536,American (New)
1536,Breakfast & Brunch
1536,Sandwiches
1537,French
1537,Mediterranean
1537,Cocktail Bars
1538,French
1538,Brasseries
1539,Sushi Bars
1539,Japanese
1540,Chinese
1541,Italian
1541,Desserts
1541,Salad
1542,Burgers
1542,Gastropubs
1542,American (Traditional)
1543,Gastropubs
1544,Mediterranean
1544,Venues & Event Spaces
1544,Tapas/Small Plates
1545,American (New)
1545,Cocktail Bars
1545,Diners
1546,Korean
1546,Comfort Food
1546,Soup
1547,Mexican
1548,Ramen
1548,Noodles
1549,Asian Fusion
1549,Indonesian
1549,New Mexican Cuisine
1550,Seafood
1551,Asian Fusion
1551,American (New)
1551,Latin American
1552,Italian
1552,Seafood
1552,Pasta Shops
1553,Italian
1553,Pizza
1553,Breakfast & Brunch
1554,Thai
1555,Peruvian
1555,Japanese
1556,Brazilian
1557,Burgers
1557,Sandwiches
1557,Hot Dogs
1558,American (New)
1558,Bars
1558,Gastropubs
1559,Pizza
1559,Breweries
1560,Breakfast & Brunch
1561,Creperies
1561,Breakfast & Brunch
1561,American (New)
1562,French
1563,Breweries
1563,Pubs
1564,Breakfast & Brunch
1564,Vegetarian
1565,American (New)
1566,Vietnamese
1567,American (Traditional)
1568,Diners
1568,Burgers
1568,Hot Dogs
1569,American (Traditional)
1569,Bars
1569,Breakfast & Brunch
1570,Chinese
1571,Pizza
1571,Italian
1571,Wine Bars
1572,Mexican
1572,Lounges
1573,Breakfast & Brunch
1573,American (New)
1574,Barbeque
1574,Chicken Wings
1574,Sports Bars
1575,Italian
1576,Pubs
1576,Irish
1577,Steakhouses
1578,Thai
1579,Breakfast & Brunch
1579,Sandwiches
1580,American (New)
1581,Bagels
1581,Gluten-Free
1581,Breakfast & Brunch
1582,Delis
1582,Sandwiches
1583,Turkish
1584,Vegetarian
1584,Gluten-Free
1584,Vegan
1585,American (New)
1586,Mexican
1587,Gluten-Free
1587,American (New)
1588,Noodles
1589,American (New)
1589,Bars
1590,Diners
1590,Breakfast & Brunch
1590,Sandwiches
1591,Vegan
1591,Vegetarian
1591,Soup
1592,Himalayan/Nepalese
1592,Breakfast & Brunch
1593,Cocktail Bars
1593,American (New)
1594,Vietnamese
1595,Bakeries
1595,Sandwiches
1595,Coffee & Tea
1596,Sandwiches
1597,Sandwiches
1597,Breakfast & Brunch
1597,Cafes
1598,Pizza
1598,Pubs
1599,"Beer, Wine & Spirits"
1599,Burgers
1599,American (Traditional)
1600,Thai
1600,Pubs
1600,American (New)
1601,Bakeries
1601,Delis
1602,Wine Bars
1602,Steakhouses
1603,American (Traditional)
1603,Seafood
1603,Steakhouses
1604,Japanese
1604,Steakhouses
1605,Sushi Bars
1605,Asian Fusion
1605,Salad
1606,Seafood
1607,Italian
1608,Steakhouses
1609,Breakfast & Brunch
1610,Pizza
1610,Wine Bars
1611,Canadian (New)
1612,Vegetarian
1612,Breakfast & Brunch
1612,Cocktail Bars
1613,Breakfast & Brunch
1613,Burgers
1614,Canadian (New)
1615,Diners
1615,Breakfast & Brunch
1616,Himalayan/Nepalese
1617,French
1617,Cocktail Bars
1617,Sandwiches
1618,Hot Dogs
1619,Mexican
1619,Cocktail Bars
1620,Thai
1620,Chinese
1621,Bars
1621,Spanish
1621,Tapas Bars
1622,Burgers
1622,Sandwiches
1622,Breakfast & Brunch
1623,Indian
1623,Bars
1623,Buffets
1624,Canadian (New)
1624,Wine Bars
1625,Canadian (New)
1625,French
1625,Wine Bars
1626,Japanese
1626,Sushi Bars
1627,Canadian (New)
1627,Cafes
1628,Brasseries
1628,Canadian (New)
1629,Vietnamese
1629,Sandwiches
1630,Canadian (New)
1630,Bars
1630,Burgers
1631,Korean
1632,Steakhouses
1632,Wine Bars
1632,Seafood
1633,Italian
1634,Barbeque
1634,Diners
1634,Breakfast & Brunch
1635,Ramen
1636,Wine Bars
1636,Seafood
1636,Steakhouses
1637,Vietnamese
1638,Italian
1638,Mediterranean
1639,Canadian (New)
1640,Argentine
1640,Seafood
1640,Canadian (New)
1641,Barbeque
1642,Thai
1642,Buffets
1642,Noodles
1643,Seafood
1643,Wine Bars
1643,Breakfast & Brunch
1644,Italian
1644,Breakfast & Brunch
1645,Asian Fusion
1645,Music Venues
1646,Thai
1647,Italian
1648,Pizza
1648,Pubs
1648,Dive Bars
1649,Bakeries
1649,Cafes
1650,Japanese
1650,Bars
1651,Italian
1652,Canadian (New)
1652,Breweries
1652,Pubs
1653,Canadian (New)
1654,Mediterranean
1655,Bistros
1655,Seafood
1655,Steakhouses
1656,Canadian (New)
1656,Pubs
1657,Bars
1657,Canadian (New)
1658,Tex-Mex
1658,Cajun/Creole
1658,Mexican
1659,American (New)
1659,Pizza
1659,Cocktail Bars
1660,Breakfast & Brunch
1661,Mediterranean
1662,American (New)
1662,French
1663,Vegetarian
1663,Vegan
1663,Juice Bars & Smoothies
1664,Coffee & Tea
1664,Cafes
1664,Breakfast & Brunch
1665,Tapas/Small Plates
1665,Wine Bars
1665,Cocktail Bars
1666,Coffee & Tea
1666,Sandwiches
1666,Breakfast & Brunch
1667,Afghan
1667,Desserts
1667,"Beer, Wine & Spirits"
1668,American (Traditional)
1668,Breakfast & Brunch
1669,Barbeque
1669,Seafood
1669,Cocktail Bars
1670,Vegetarian
1670,Diners
1670,Breakfast & Brunch
1671,Coffee & Tea
1671,Bakeries
1671,Sandwiches
1672,Indian
1673,American (Traditional)
1673,Pubs
1674,American (New)
1674,Breakfast & Brunch
1674,Diners
1675,Pizza
1675,American (Traditional)
1675,Bars
1676,American (New)
1676,Desserts
1676,Cocktail Bars
1677,Coffee & Tea
1677,Breakfast & Brunch
1678,Southern
1678,Cajun/Creole
1679,Seafood
1679,Sandwiches
1680,Ramen
1680,Noodles
1681,Bars
1681,American (Traditional)
1682,Pizza
1682,Salad
1682,Burgers
1683,Sandwiches
1684,Latin American
1684,Brazilian
1684,Seafood
1685,Mexican
1686,Bars
1686,American (Traditional)
1687,Korean
1687,Japanese
1688,American (Traditional)
1688,Bars
1689,Ramen
1690,Bars
1690,Breakfast & Brunch
1690,Burgers
1691,Ramen
1692,Middle Eastern
1692,Bakeries
1692,Breakfast & Brunch
1693,Sushi Bars
1693,Thai
1693,Jazz & Blues
1694,American (New)
1694,Bars
1695,Bars
1695,American (Traditional)
1695,Breakfast & Brunch
1696,Greek
1696,Mediterranean
1697,American (New)
1697,Breakfast & Brunch
1698,Middle Eastern
1698,Falafel
1698,Vegetarian
1699,Sushi Bars
1699,Japanese
1700,Pubs
1700,Irish
1701,Middle Eastern
1701,Moroccan
1701,Turkish
1702,American (New)
1702,Bars
1703,Pizza
1704,Japanese
1705,Thai
1706,French
1706,Seafood
1706,Desserts
1707,Pubs
1707,American (New)
1708,Southern
1708,Breakfast & Brunch
1708,American (Traditional)
1709,Southern
1709,Breakfast & Brunch
1709,Bars
1710,American (Traditional)
1710,Seafood
1710,Southern
1711,Southern
1711,American (New)
1712,Seafood
1712,Seafood Markets
1712,Bars
1713,Seafood
1714,Seafood
1715,American (New)
1715,Southern
1715,Seafood
1716,Steakhouses
1716,Seafood
1716,Bars
1717,American (New)
1717,Bars
1718,Seafood
1719,Southern
1719,Breakfast & Brunch
1719,American (New)
1720,American (New)
1721,Southern
1722,Breakfast & Brunch
1722,Southern
1722,American (Traditional)
1723,Bars
1723,American (Traditional)
1723,Sandwiches
1724,Barbeque
1724,Beer Bar
1725,Southern
1726,Seafood
1726,Cajun/Creole
1726,Live/Raw Food
1727,Seafood
1727,Cocktail Bars
1727,Southern
1728,Diners
1728,American (Traditional)
1729,American (New)
1729,Beer Bar
1729,Sandwiches
1730,Southern
1730,Seafood
1730,Breakfast & Brunch
1731,Seafood
1731,Desserts
1731,Cocktail Bars
1732,Breakfast & Brunch
1732,Southern
1732,Sandwiches
1733,Pubs
1733,American (New)
1733,Cocktail Bars
1734,Southern
1734,Cocktail Bars
1734,Seafood
1735,Salad
1735,Sandwiches
1735,Chicken Wings
1736,Cafes
1736,Sandwiches
1736,Soup
1737,American (New)
1737,Seafood
1738,American (New)
1739,American (Traditional)
1739,Sandwiches
1739,Beer Bar
1740,Cocktail Bars
1740,American (New)
1740,Seafood
1741,American (New)
1742,American (New)
1742,Breakfast & Brunch
1742,Cocktail Bars
1743,Thai
1744,Breakfast & Brunch
1744,Cafes
1744,American (Traditional)
1745,American (Traditional)
1745,Lounges
1746,Southern
1746,Middle Eastern
1746,American (New)
1747,Mexican
1747,Cocktail Bars
1748,Cafes
1748,Breakfast & Brunch
1748,American (Traditional)
1749,French
1749,Brasseries
1750,Asian Fusion
1750,Japanese
1750,Chinese
1751,Delis
1751,Sandwiches
1752,Seafood
1752,American (Traditional)
1752,Cocktail Bars
1753,Vietnamese
1753,Cocktail Bars
1754,Southern
1754,Breakfast & Brunch
1754,Diners
1755,Caribbean
1755,Burgers
1756,Meat Shops
1756,Southern
1756,Seafood
1757,Seafood
1757,Sandwiches
1758,Bakeries
1758,Breakfast & Brunch
1758,Cafes
1759,Sushi Bars
1759,Burgers
1759,Asian Fusion
1760,Latin American
1760,Mexican
1761,Tapas Bars
1761,Lounges
1762,Burgers
1762,American (Traditional)
1762,Salad
1763,Peruvian
1764,Ramen
1765,Latin American
1765,Mexican
1766,Bars
1766,American (New)
1766,Tapas/Small Plates
1767,American (New)
1767,Tapas/Small Plates
1767,Cocktail Bars
1768,American (New)
1768,Seafood
1768,Wine Bars
1769,Cajun/Creole
1769,Breakfast & Brunch
1769,Jazz & Blues
1770,Southern
1771,American (Traditional)
1771,Southern
1771,Bakeries
1772,Tex-Mex
1772,Tacos
1772,Bars
1773,Burgers
1773,Whiskey Bars
1774,Mediterranean
1774,Breakfast & Brunch
1775,Southern
1775,American (New)
1776,American (New)
1777,Burgers
1778,Gastropubs
1778,Burgers
1779,Italian
1779,Tapas/Small Plates
1780,Barbeque
1780,Southern
1780,Chicken Wings
1781,Seafood
1781,Asian Fusion
1781,Breakfast & Brunch
1782,Sushi Bars
1782,Asian Fusion
1783,French
1783,Bakeries
1783,Breakfast & Brunch
1784,Italian
1785,American (New)
1785,French
1785,Italian
1786,Coffee & Tea
1786,Breakfast & Brunch
1787,Creperies
1787,Modern European
1787,Gastropubs
1788,Steakhouses
1788,Seafood
1788,Wine Bars
1789,Vietnamese
1789,Sandwiches
1790,Brasseries
1790,French
1790,American (New)
1791,American (Traditional)
1791,Pubs
1791,Cajun/Creole
1792,Mediterranean
1792,Middle Eastern
1792,Halal
1793,German
1793,Venues & Event Spaces
1793,Breweries
1794,Tex-Mex
1794,Mexican
1795,Pubs
1795,Sports Bars
1795,American (Traditional)
1796,American (New)
1796,French
1796,Italian
1797,Mediterranean
1797,Middle Eastern
1797,Halal
1798,Southern
1798,Chicken Wings
1799,Barbeque
1799,Asian Fusion
1799,Chicken Wings
1800,Pubs
1800,American (Traditional)
1800,Breakfast & Brunch
1801,Thai
1801,Bars
1801,Seafood
1802,Steakhouses
1803,American (New)
1803,Seafood
1803,Steakhouses
1804,Cajun/Creole
1804,Breakfast & Brunch
1805,Cocktail Bars
1805,Modern European
1806,Southern
1806,American (New)
1806,Breakfast & Brunch
1807,Tapas/Small Plates
1807,Wine Bars
1807,Sandwiches
1808,American (New)
1809,Tapas/Small Plates
1809,Mediterranean
1809,Wine Bars
1810,American (New)
1810,Bars
1810,Burgers
1811,Tapas Bars
1811,Italian
1811,Pizza
1812,Barbeque
1813,Mexican
1814,Breakfast & Brunch
1814,American (New)
1815,Diners
1816,Spanish
1816,Tapas Bars
1817,American (New)
1817,Breakfast & Brunch
1817,Diners
1818,Gastropubs
1818,American (New)
1818,Breakfast & Brunch
1819,Korean
1819,Chicken Wings
1820,Hotels
1820,Gastropubs
1820,Whiskey Bars
1821,Italian
1822,Gastropubs
1823,Latin American
1823,Steakhouses
1823,Argentine
1824,French
1824,Basque
1824,Mediterranean
1825,Asian Fusion
1825,Tiki Bars
1826,Korean
1826,Asian Fusion
1827,Latin American
1827,Venues & Event Spaces
1828,American (New)
1828,Modern European
1829,Seafood
1829,Dim Sum
1829,Cantonese
1830,Seafood
1830,Cocktail Bars
1830,Salad
1831,Barbeque
1831,Salad
1831,Sandwiches
1832,Jazz & Blues
1832,American (New)
1833,Coffee & Tea
1833,Cuban
1834,Bars
1834,Burgers
1835,American (New)
1835,Bars
1835,Breakfast & Brunch
1836,Tapas Bars
1836,Spanish
1836,Tapas/Small Plates
1837,Japanese
1837,Barbeque
1838,American (Traditional)
1838,Bars
1839,American (New)
1839,Chicken Shop
1839,Vegetarian
1840,Italian
1841,American (New)
1842,American (Traditional)
1842,Bars
1843,Gastropubs
1843,British
1844,American (New)
1844,Breakfast & Brunch
1844,Latin American
1845,American (New)
1846,Chinese
1846,Cafes
1846,Soup
1847,American (New)
1847,Breakfast & Brunch
1847,Wine Bars
1848,American (New)
1849,American (New)
1849,Fish & Chips
1849,Burgers
1850,American (New)
1850,Cocktail Bars
1851,American (New)
1851,Asian Fusion
1851,Ramen
1852,American (New)
1852,Mexican
1853,Burgers
1853,Korean
1854,Bars
1854,American (New)
1854,Breakfast & Brunch
1855,Italian
1856,Pizza
1856,Sandwiches
1856,Sports Bars
1857,Sushi Bars
1857,Seafood
1858,American (Traditional)
1858,Bars
1859,Barbeque
1860,Mexican
1860,Lounges
1861,Mexican
1861,Latin American
1862,Belgian
1862,Breakfast & Brunch
1862,American (New)
1863,Hot Dogs
1863,Gastropubs
1863,American (Traditional)
1864,American (New)
1864,Steakhouses
1864,Pubs
1865,Burgers
1865,American (Traditional)
1865,Sandwiches
1866,Italian
1867,Mexican
1868,American (New)
1868,Breweries
1868,Pubs
1869,Pizza
1869,Gelato
1869,Italian
1870,Vietnamese
1870,Vegan
1870,Vegetarian
1871,Italian
1871,Desserts
1871,Pizza
1872,American (New)
1872,Vegetarian
1872,Bars
1873,American (New)
1873,Bars
1874,American (Traditional)
1874,Barbeque
1875,Breakfast & Brunch
1875,American (New)
1875,Cocktail Bars
1876,Pizza
1876,Bars
1876,American (New)
1877,Burgers
1878,Pubs
1878,Gastropubs
1878,American (New)
1879,Pubs
1879,Burgers
1880,Barbeque
1881,Italian
1881,French
1881,Gluten-Free
1882,Sports Bars
1882,Burgers
1883,Cafes
1883,Coffee & Tea
1883,Sandwiches
1884,Wine Bars
1884,Tapas Bars
1884,Mediterranean
1885,Steakhouses
1886,Gastropubs
1886,American (New)
1887,American (New)
1888,Mediterranean
1888,Wine Bars
1888,Tapas Bars
1889,Thai
1889,Sushi Bars
1889,Soup
1890,Asian Fusion
1890,Japanese
1890,Vegetarian
1891,American (New)
1891,Beer Bar
1892,Sushi Bars
1892,Vegan
1892,Gluten-Free
1893,Bars
1893,Burgers
1893,American (New)
1894,Steakhouses
1895,Mexican
1896,Italian
1897,Sandwiches
1897,Pubs
1897,American (New)
1898,American (New)
1898,Wine Bars
1899,American (New)
1899,Wine Bars
1899,Breakfast & Brunch
1900,American (Traditional)
1900,Latin American
1900,Mexican
1901,Seafood
1902,Vietnamese
1903,American (New)
1903,Lounges
1904,American (New)
1904,Breakfast & Brunch
1905,French
1906,Belgian
1906,Breakfast & Brunch
1907,Dive Bars
1907,Mexican
1907,Music Venues
1908,Wine Bars
1908,American (New)
1909,American (New)
1909,Gastropubs
1909,Breakfast & Brunch
1910,Breweries
1910,American (New)
1910,Venues & Event Spaces
1911,Coffee & Tea
1911,Breakfast & Brunch
1911,Desserts
1912,American (New)
1912,Juice Bars & Smoothies
1913,Mexican
1914,Bars
1914,Music Venues
1914,Hot Dogs
1915,Vietnamese
1915,Soup
1915,Sandwiches
1916,French
1917,Breweries
1917,American (New)
1917,Gastropubs
1918,Mexican
1918,Bars
1919,Gastropubs
1919,American (New)
1919,Beer Bar
1920,American (Traditional)
1920,Bars
1920,Breakfast & Brunch
1921,Polish
1921,American (Traditional)
1922,American (Traditional)
1922,Sandwiches
1923,American (New)
1923,Breakfast & Brunch
1923,Bars
1924,Asian Fusion
1925,Breakfast & Brunch
1926,Barbeque
1926,Bars
1927,American (New)
1927,Burgers
1927,American (Traditional)
1928,Mediterranean
1928,Italian
1928,Gluten-Free
1929,French
1929,Breakfast & Brunch
1929,Cafes
1930,Lounges
1930,American (New)
1931,American (Traditional)
1931,Steakhouses
1932,American (New)
1932,Pubs
1932,Breweries
1933,Bakeries
1933,Cafes
1933,Delis
1934,Southern
1934,Bars
1934,Breakfast & Brunch
1935,Italian
1935,Lounges
1935,Mediterranean
1936,Italian
1937,Caribbean
1937,American (New)
1937,Vegetarian
1938,Seafood
1939,Diners
1939,Breakfast & Brunch
1940,Bars
1940,Cajun/Creole
1941,American (New)
1942,Japanese
1942,Sushi Bars
1943,Mexican
1944,Bars
1944,German
1945,American (New)
1946,American (New)
1947,Breweries
1947,American (New)
1947,Burgers
1948,Breakfast & Brunch
1948,American (Traditional)
1948,Burgers
1949,American (New)
1949,Seafood
1950,American (New)
1950,Pizza
1950,Barbeque
1951,Asian Fusion
1951,Thai
1951,Chinese
1952,Steakhouses
1952,Seafood
1952,American (New)
1953,Sushi Bars
1953,Asian Fusion
1954,Bowling
1954,Gastropubs
1954,American (New)
1955,Vietnamese
1955,Chinese
1955,Thai
1956,Sushi Bars
1957,Pubs
1957,Breakfast & Brunch
1958,Hot Dogs
1958,Vegetarian
1958,Bars
1959,American (New)
1959,Vegetarian
1960,German
1960,Desserts
1961,Southern
1961,Chicken Wings
1961,Comfort Food
1962,Bars
1962,Burgers
1963,American (New)
1963,Sandwiches
1963,Breakfast & Brunch
1964,American (New)
1964,Breakfast & Brunch
1964,Comfort Food
1965,Breweries
1965,American (New)
1966,Italian
1966,Tapas Bars
1967,Mexican
1968,American (New)
1968,Seafood
1969,Lounges
1969,American (Traditional)
1970,American (New)
1970,Wine Bars
1970,Breakfast & Brunch
1971,American (New)
1971,Vegetarian
1971,Cafes
1972,Japanese
1972,Sushi Bars
1972,Seafood
1973,Mediterranean
1974,Diners
1974,Bars
1974,American (New)
1975,Mediterranean
1975,Middle Eastern
1976,Gastropubs
1976,American (New)
1977,Mexican
1978,Bars
1978,Tacos
1979,Spanish
1979,Tapas Bars
1980,American (New)
1980,Wine Tasting Room
1980,Venues & Event Spaces
1981,Burgers
1982,Pizza
1982,Italian
1982,Salad
1983,Barbeque
1983,Food Trucks
1984,Vietnamese
1984,Laotian
1985,Mexican
1985,Latin American
1985,Breakfast & Brunch
1986,Pubs
1986,Breweries
1986,American (Traditional)
1987,American (Traditional)
1988,American (New)
1988,"Beer, Wine & Spirits"
1989,Breakfast & Brunch
1989,Pizza
1989,Cocktail Bars
1990,Latin American
1990,Salad
1991,Steakhouses
1991,Seafood
1991,American (New)
1992,Breweries
1992,American (Traditional)
1993,Burgers
1993,Salad
1993,American (Traditional)
1994,Cajun/Creole
1995,Italian
1996,Mediterranean
1996,Middle Eastern
1996,Greek
1997,Bars
1997,American (Traditional)
1998,Pizza
1998,American (Traditional)
1998,Burgers
1999,Delis
1999,Sandwiches
1999,Desserts
2000,American (Traditional)
2000,Pubs
2001,French
2001,American (New)
2001,Wine Bars
2002,American (New)
2002,Lounges
2003,American (Traditional)
2003,Soup
2003,Burgers
2004,Mexican
2004,Spanish
2004,Bars
2005,American (New)
2005,Seafood
2005,Steakhouses
2006,Bakeries
2006,Lebanese
2006,Cafes
2007,Tex-Mex
2008,Bars
2008,American (Traditional)
2009,American (Traditional)
2009,Greek
2009,Breakfast & Brunch
2010,Sushi Bars
2010,Japanese
2011,American (New)
2011,Breweries
2011,Pizza
2012,Indian
2012,Halal
2012,Pakistani
2013,Bars
2013,Mexican
2014,Steakhouses
2014,American (Traditional)
2014,Seafood
2015,Korean
2016,Japanese
2016,Buffets
2016,Dim Sum
2017,Vietnamese
2018,Barbeque
2018,Smokehouse
2019,Sushi Bars
2019,Japanese
2020,Sushi Bars
2020,Japanese
2021,Mexican
2022,Mexican
2023,Barbeque
2024,American (Traditional)
2024,Breakfast & Brunch
2024,Cafes
2025,American (Traditional)
2025,Bars
2025,Breweries
2026,American (New)
2026,Bars
2027,American (New)
2027,American (Traditional)
2028,Cajun/Creole
2028,Southern
2028,Soul Food
2029,Peruvian
2029,Tapas Bars
2029,Desserts
2030,Sushi Bars
2030,Japanese
2031,Greek
2031,Mediterranean
2032,American (New)
2032,Seafood
2032,Burgers
2033,Italian
2034,Italian
2035,Sushi Bars
2035,Japanese
2036,American (Traditional)
2036,Burgers
2036,Diners
2037,American (Traditional)
2037,Burgers
2038,Mexican
2039,Indian
2040,Korean
2040,Barbeque
2040,Seafood
2041,Dim Sum
2041,Seafood
2041,Cantonese
2042,Diners
2042,Breakfast & Brunch
2042,American (Traditional)
2043,American (Traditional)
2043,Burgers
2043,Sports Bars
2044,Thai
2045,Mediterranean
2045,Middle Eastern
2046,Pizza
2047,Mexican
2048,Indian
2048,Himalayan/Nepalese
2049,Vietnamese
2049,Noodles
2050,American (Traditional)
2051,Gastropubs
2051,Burgers
2051,Salad
2052,Korean
2053,Thai
2053,Asian Fusion
2054,Vegetarian
2054,Vegan
2055,American (New)
2055,French
2056,Italian
2056,Bakeries
2056,Pizza
2057,Persian/Iranian
2058,Cuban
2058,Latin American
2058,Bars
2059,Steakhouses
2060,Taiwanese
2060,Chinese
2060,Noodles
2061,Ramen
2061,Noodles
2062,Halal
2062,Middle Eastern
2063,Breakfast & Brunch
2063,American (New)
2064,American (New)
2064,Wine Bars
2064,Seafood
2065,American (New)
2065,Breakfast & Brunch
2066,American (New)
2066,Breakfast & Brunch
2067,Italian
2067,Bars
2068,Burgers
2068,American (New)
2068,Gastropubs
2069,Asian Fusion
2069,Vietnamese
2070,Ramen
2070,Noodles
2071,Vegetarian
2071,Vegan
2071,American (New)
2072,Japanese
2073,Lounges
2073,American (New)
2073,Tapas/Small Plates
2074,Southern
2074,American (New)
2074,Breakfast & Brunch
2075,Japanese
2075,Hot Pot
2076,Ramen
2076,Noodles
2076,Soup
2077,Sandwiches
2077,Breakfast & Brunch
2078,Steakhouses
2078,Seafood
2078,Wine Bars
2079,Sushi Bars
2079,Japanese
2080,Korean
2080,Asian Fusion
2081,Fast Food
2081,Chicken Wings
2082,Mexican
2083,American (Traditional)
2083,Steakhouses
2083,Burgers
2084,Gastropubs
2084,American (New)
2085,American (New)
2085,Breweries
2085,Venues & Event Spaces
2086,Pizza
2086,Italian
2086,Cocktail Bars
2087,Pizza
2088,Japanese
2088,Sushi Bars
2089,Japanese
2089,Hot Pot
2090,American (New)
2090,Bars
2091,Tapas/Small Plates
2091,Spanish
2091,Bars
2092,Mexican
2093,Italian
2093,Coffee & Tea
2093,Desserts
2094,Vegan
2094,Vegetarian
2094,Gluten-Free
2095,Breakfast & Brunch
2096,Breakfast & Brunch
2096,Bakeries
2096,Sandwiches
2097,Bakeries
2097,Australian
2097,Coffee & Tea
2098,Seafood
2098,Salad
2098,Soup
2099,Vietnamese
2099,Salad
2099,Noodles
2100,Italian
2100,Breakfast & Brunch
2100,Pizza
2101,Japanese
2101,Salad
2101,Poke
2102,Peruvian
2102,Seafood
2102,Empanadas
2103,American (New)
2103,Salad
