id,Tip restavracije 
4726,Breakfast & Brunch
4727,Spanish
4727,Tapas/Small Plates
4728,French
4728,Bookstores
4729,Lebanese
4729,Halal
4729,Vegetarian
4730,Provencal
4731,Mediterranean
4731,Breakfast & Brunch
4731,Lounges
4732,French
4732,Mediterranean
4733,French
4733,Tapas/Small Plates
4734,Italian
4735,Italian
4735,Brasseries
4736,Chinese
4736,Pan Asian
4737,French
4737,Mediterranean
4738,French
4738,Bistros
4739,Tapas/Small Plates
4739,French
4739,Mediterranean
4740,Italian
4740,Mediterranean
4741,Creperies
4741,Brasseries
4742,Mediterranean
4743,Brasseries
4743,Bars
4743,Breakfast & Brunch
4744,Bars
4744,Tapas Bars
4744,Mediterranean
4745,Tapas/Small Plates
4745,French
4746,Indian
4747,French
4747,Mediterranean
4748,Tapas Bars
4748,Corsican
4748,Cocktail Bars
4749,Italian
4750,Mediterranean
4750,Oriental
4750,Halal
4751,Thai
4751,Asian Fusion
4752,French
4752,Cafes
4753,Modern Australian
4753,Breakfast & Brunch
4754,Spanish
4754,Tapas/Small Plates
4755,Cafes
4755,Coffee & Tea
4756,Bars
4756,Tapas/Small Plates
4756,Spanish
4757,Italian
4757,Wine Bars
4757,Breakfast & Brunch
4758,Mexican
4758,Tapas/Small Plates
4759,Chinese
4760,Delis
4760,American (Traditional)
4760,Sandwiches
4761,Bars
4761,Mediterranean
4761,Burgers
4762,Thai
4762,Cocktail Bars
4763,Asian Fusion
4763,Tapas/Small Plates
4764,Cafes
4764,Coffee & Tea
4765,Malaysian
4766,Pizza
4766,Italian
4767,Australian
4767,Breakfast & Brunch
4768,Asian Fusion
4768,Vietnamese
4768,Thai
4769,Shanghainese
4770,Burgers
4770,Fast Food
4771,Italian
4771,Cafes
4772,Japanese
4772,Tapas/Small Plates
4773,Ramen
4773,Cafes
4774,Australian
4774,Cocktail Bars
4774,Gastropubs
4775,Argentine
4775,Wine Bars
4776,American (Traditional)
4776,Beer Bar
4776,Cocktail Bars
4777,Cafes
4777,Coffee & Tea
4778,Greek
4778,Modern European
4779,Vietnamese
4779,Asian Fusion
4780,Greek
4780,Caterers
4781,Coffee & Tea
4781,Tea Rooms
4781,Cafes
4782,Asian Fusion
4782,Vietnamese
4782,Australian
4783,Tapas/Small Plates
4783,Spanish
4784,Tapas/Small Plates
4784,Spanish
4784,Bars
4785,Bars
4785,Asian Fusion
4786,Chinese
4787,Burgers
4787,Desserts
4787,Bars
4788,Middle Eastern
4788,Cocktail Bars
4789,Cafes
4789,Modern European
4790,Burgers
4790,Ice Cream & Frozen Yogurt
4791,Bars
4791,Australian
4791,Beer Gardens
4792,Specialty Food
4792,Mexican
4793,Modern Australian
4793,Bars
4793,Venues & Event Spaces
4794,Thai
4794,Asian Fusion
4794,Australian
4795,Asian Fusion
4796,Cafes
4796,Bars
4796,Beer Gardens
4797,Bars
4797,Australian
4798,Asian Fusion
4799,Cocktail Bars
4799,Australian
4800,Japanese
4800,Sushi Bars
4801,Southern
4801,Chicken Shop
4802,Barbeque
4802,American (Traditional)
4802,Sandwiches
4803,Barbeque
4804,Southern
4804,Barbeque
4805,Barbeque
4805,Southern
4806,Barbeque
4807,American (New)
4807,Wine Bars
4807,Venues & Event Spaces
4808,Breakfast & Brunch
4809,Barbeque
4810,Jazz & Blues
4810,Performing Arts
4810,American (New)
4811,Tapas/Small Plates
4811,Latin American
4812,Southern
4812,Chicken Shop
4813,American (Traditional)
4813,Breakfast & Brunch
4813,Bars
4814,Italian
4814,Southern
4814,Pizza
4815,American (Traditional)
4815,Sandwiches
4815,Barbeque
4816,Diners
4816,Breakfast & Brunch
4817,Coffee & Tea
4817,Sandwiches
4818,Chicken Wings
4818,Caterers
4819,Mediterranean
4819,Middle Eastern
4820,Burgers
4820,American (Traditional)
4820,Desserts
4821,Pizza
4821,American (New)
4821,Bars
4822,Seafood
4822,Lounges
4823,American (New)
4823,Bars
4823,Burgers
4824,Bars
4824,Music Venues
4824,American (Traditional)
4825,Caribbean
4825,American (New)
4825,Southern
4826,Southern
4826,American (New)
4826,Bars
4827,Breakfast & Brunch
4827,Cafes
4827,Coffee & Tea
4828,Pizza
4828,Sandwiches
4828,Bars
4829,Pubs
4829,Gluten-Free
4829,American (New)
4830,Barbeque
4830,Delis
4830,Salad
4831,Mexican
4832,Seafood
4832,Cajun/Creole
4832,Fish & Chips
4833,Southern
4833,Seafood
4833,Soul Food
4834,Cajun/Creole
4834,Vegetarian
4834,Soul Food
4835,Gastropubs
4835,American (New)
4836,Burgers
4836,Vegan
4836,Salad
4837,American (New)
4837,Breakfast & Brunch
4838,American (Traditional)
4838,Gastropubs
4838,Sandwiches
4839,Barbeque
4840,Bars
4840,American (Traditional)
4841,Vegetarian
4841,Vietnamese
4841,Cantonese
4842,Delis
4842,Bars
4842,Music Venues
4843,Barbeque
4844,Cajun/Creole
4844,French
4845,Burgers
4845,American (New)
4845,Salad
4846,Barbeque
4847,Steakhouses
4847,Brazilian
4847,Venues & Event Spaces
4848,Mexican
4849,Barbeque
4850,Cajun/Creole
4850,Comfort Food
4850,Bars
4851,Cajun/Creole
4851,American (New)
4851,Lounges
4852,Greek
4853,Brazilian
4853,Steakhouses
4853,Barbeque
4854,Caribbean
4855,Mediterranean
4855,Middle Eastern
4856,Caribbean
4857,Cuban
4858,Latin American
4858,Tapas Bars
4859,Pizza
4859,Salad
4859,Italian
4860,Vietnamese
4861,Breakfast & Brunch
4861,Italian
4861,Cafes
4862,Asian Fusion
4862,Bars
4862,Burmese
4863,Burgers
4863,American (New)
4863,Gastropubs
4864,Pizza
4864,Tapas/Small Plates
4865,Steakhouses
4865,Wine Bars
4866,Diners
4866,Ice Cream & Frozen Yogurt
4866,Breakfast & Brunch
4867,Creperies
4867,American (New)
4867,Salad
4868,Mexican
4868,Vegetarian
4869,Sandwiches
4869,American (Traditional)
4869,Salad
4870,Steakhouses
4870,Lounges
4871,Seafood
4871,Latin American
4871,New Mexican Cuisine
4872,Pizza
4872,Italian
4873,Middle Eastern
4873,Mediterranean
4874,Gastropubs
4874,Whiskey Bars
4874,Breakfast & Brunch
4875,Sushi Bars
4875,Asian Fusion
4875,Japanese
4876,Indonesian
4876,Asian Fusion
4877,Italian
4878,Italian
4879,Indian
4880,Mexican
4880,Cocktail Bars
4881,Italian
4882,Mexican
4882,Breakfast & Brunch
4882,Sandwiches
4883,American (New)
4883,Lounges
4884,Pubs
4884,American (Traditional)
4885,Breakfast & Brunch
4885,American (Traditional)
4886,Mediterranean
4886,Turkish
4887,Italian
4887,Breakfast & Brunch
4887,Coffee & Tea
4888,Sandwiches
4888,American (Traditional)
4888,Burgers
4889,Sandwiches
4889,Burgers
4889,Gastropubs
4890,French
4891,American (New)
4892,Vegetarian
4892,Vegan
4892,Chinese
4893,Burgers
4893,American (Traditional)
4894,Singaporean
4894,Malaysian
4894,Seafood
4895,Turkish
4895,Mediterranean
4895,Salad
4896,Pizza
4896,Burgers
4896,American (Traditional)
4897,Seafood
4897,Fish & Chips
4898,Mediterranean
4898,Salad
4898,Pizza
4899,Dim Sum
4899,Cantonese
4900,American (New)
4901,Cuban
4901,Coffee & Tea
4901,Latin American
4902,Tapas Bars
4902,Spanish
4902,Sushi Bars
4903,American (New)
4903,Bars
4904,Gastropubs
4904,Asian Fusion
4904,Cuban
4905,Burgers
4905,American (New)
4905,Gastropubs
4906,American (Traditional)
4906,Seafood
4906,Sandwiches
4907,Specialty Food
4907,Italian
4907,Sandwiches
4908,American (New)
4909,Italian
4910,Japanese
4911,Mediterranean
4911,Greek
4912,Gastropubs
4912,Burgers
4912,American (New)
4913,Mexican
4913,American (Traditional)
4913,Gastropubs
4914,American (New)
4914,Latin American
4914,Tapas/Small Plates
4915,Mediterranean
4915,Italian
4915,Spanish
4916,Seafood
4916,Steakhouses
4917,Latin American
4917,Peruvian
4918,Peruvian
4918,Sandwiches
4919,Gastropubs
4919,American (New)
4919,Bars
4920,Steakhouses
4920,Tapas Bars
4920,Cocktail Bars
4921,American (New)
4921,Wine Bars
4922,Seafood
4922,Seafood Markets
4922,Food Stands
4923,Hot Dogs
4923,Desserts
4923,American (Traditional)
4924,American (New)
4924,Mediterranean
4924,Venues & Event Spaces
4925,American (New)
4926,Japanese
4926,Barbeque
4927,Bars
4927,American (Traditional)
4928,Tapas/Small Plates
4928,Lounges
4928,Cocktail Bars
4929,American (Traditional)
4930,Tacos
4931,Seafood
4931,Peruvian
4932,American (New)
4933,Tapas/Small Plates
4933,Thai
4934,Music Venues
4934,Bars
4934,Tapas/Small Plates
4935,Cuban
4935,Sandwiches
4935,Tapas Bars
4936,American (New)
4936,Seafood
4936,Live/Raw Food
4937,Cocktail Bars
4937,American (New)
4937,Tapas/Small Plates
4938,Indian
4939,Comfort Food
4939,Sandwiches
4940,Cuban
4941,Pizza
4941,Italian
4942,Cuban
4943,Kosher
4943,Delis
4943,American (Traditional)
4944,Italian
4945,Italian
4945,Wine Bars
4946,Peruvian
4947,Mexican
4948,Peruvian
4949,Italian
4950,Italian
4950,Wine Bars
4951,Southern
4951,American (New)
4951,Soul Food
4952,Cuban
4952,Coffee & Tea
4953,Sandwiches
4953,French
4953,Juice Bars & Smoothies
4954,Seafood
4954,Bars
4954,Soup
4955,Cuban
4955,Bars
4956,Steakhouses
4956,Seafood
4957,Breakfast & Brunch
4957,American (Traditional)
4957,American (New)
4958,Pizza
4958,Diners
4958,Breakfast & Brunch
4959,Colombian
4959,Lounges
4959,Cocktail Bars
4960,Dance Clubs
4960,Latin American
4960,American (Traditional)
4961,Sushi Bars
4961,Latin American
4961,Soup
4962,Breakfast & Brunch
4962,American (Traditional)
4963,Sushi Bars
4964,American (Traditional)
4964,Ice Cream & Frozen Yogurt
4965,American (New)
4966,Latin American
4967,Bars
4967,Tacos
4968,Cuban
4969,Latin American
4969,Peruvian
4969,Seafood
4970,Steakhouses
4970,Seafood
4970,Bars
4971,Asian Fusion
4971,Seafood
4971,French
4972,Cocktail Bars
4972,American (New)
4973,Cuban
4973,Bars
4974,American (New)
4974,Tapas/Small Plates
4974,Gastropubs
4975,Haitian
4976,Cuban
4977,American (Traditional)
4977,Wine Bars
4978,Mexican
4979,Mexican
4980,Pizza
4980,Italian
4981,Mexican
4982,Italian
4983,Dim Sum
4983,Cantonese
4984,American (New)
4984,Seafood
4984,Breakfast & Brunch
4985,Mexican
4986,Mediterranean
4986,Greek
4986,Seafood
4987,Steakhouses
4988,Salad
4988,Empanadas
4988,Vegan
4989,Tapas/Small Plates
4989,Spanish
4989,Venues & Event Spaces
4990,Latin American
4990,Argentine
4990,Italian
4991,American (New)
4991,Breakfast & Brunch
4991,Cocktail Bars
4992,Sushi Bars
4992,Japanese
4993,Bars
4993,Seafood
4993,Salad
4994,French
4994,Creperies
4995,Seafood
4995,Desserts
4995,Salad
4996,Pizza
4996,Salad
4997,Seafood
4998,Asian Fusion
4998,Sushi Bars
4999,Breakfast & Brunch
4999,American (New)
4999,American (Traditional)
5000,Bars
5000,Cuban
5000,Cafes
5001,Chocolatiers & Shops
5001,Ice Cream & Frozen Yogurt
5001,Cafeteria
5002,Italian
5003,Italian
5003,Seafood
5003,Pizza
5004,Pizza
5005,Pizza
5006,Patisserie/Cake Shop
5006,Salad
5007,Cucina campana
5007,Pizza
5008,Ice Cream & Frozen Yogurt
5008,Cafeteria
5008,Chocolatiers & Shops
5009,Cafeteria
5009,Breakfast & Brunch
5009,Sandwiches
5010,Wine Bars
5010,Italian
5010,Gastropubs
5011,Roman
5012,Japanese
5012,Imported Food
5012,Sushi Bars
5013,Sandwiches
5013,Salad
5013,Bistros
5014,Burgers
5014,Mediterranean
5015,Italian
5015,Wine Bars
5015,Breakfast & Brunch
5016,Desserts
5016,Pizza
5016,Cucina campana
5017,Hostels
5017,Breakfast & Brunch
5017,Bars
5018,Mediterranean
5018,Seafood
5018,Trattorie
5019,Pizza
5019,Italian
5020,Italian
5021,Japanese
5021,Brazilian
5021,Cocktail Bars
5022,Tuscan
5022,Sardinian
5023,Pizza
5024,African
5025,Lounges
5025,Breakfast & Brunch
5026,Lumbard
5026,Trattorie
5027,Emilian
5028,Bars
5028,Shared Office Spaces
5028,Breakfast & Brunch
5029,Bakeries
5029,Cafeteria
5029,Patisserie/Cake Shop
5030,Pizza
5031,Italian
5031,Pubs
5031,Pizza
5032,Pizza
5032,Seafood
5032,Napoletana
5033,Desserts
5033,Breakfast & Brunch
5033,Cafeteria
5034,Seafood
5034,Italian
5034,Cocktail Bars
5035,Cafes
5035,Lounges
5036,Trattorie
5036,Lumbard
5037,Pizza
5037,Italian
5038,Japanese
5039,Burgers
5040,Italian
5040,Juice Bars & Smoothies
5041,Bistros
5041,Steakhouses
5041,Breweries
5042,Seafood
5043,Pizza
5043,Cucina campana
5044,Italian
5045,Japanese
5046,Kebab
5046,Middle Eastern
5046,Sandwiches
5047,Bakeries
5047,Patisserie/Cake Shop
5047,Cafeteria
5048,Pizza
5049,Italian
5049,Pizza
5050,Breakfast & Brunch
5050,Italian
5050,Convenience Stores
5051,Seafood
5052,Indian
5052,Mexican
5053,Steakhouses
5053,American (Traditional)
5053,Desserts
5054,Fondue
5055,Breweries
5055,American (Traditional)
5056,Burgers
5057,Pizza
5057,Wine Bars
5058,Latin American
5058,Puerto Rican
5059,Italian
5060,Desserts
5060,American (Traditional)
5061,American (New)
5061,Steakhouses
5062,American (New)
5062,Vegan
5062,Vegetarian
5063,Breakfast & Brunch
5063,American (Traditional)
5063,Greek
5064,Mexican
5065,American (New)
5066,Seafood
5067,American (New)
5067,Breakfast & Brunch
5068,Burgers
5069,Italian
5069,Steakhouses
5069,Piano Bars
5070,French
5070,Bars
5071,Indian
5071,Asian Fusion
5072,Italian
5072,Venues & Event Spaces
5072,Pizza
5073,Fast Food
5073,Burgers
5074,Breweries
5074,American (New)
5074,Bars
5075,Asian Fusion
5075,Vegan
5075,Vegetarian
5076,Italian
5077,Chinese
5078,Bakeries
5078,Cafes
5079,Italian
5079,American (New)
5080,Pizza
5080,Italian
5080,Bars
5081,Burmese
5081,Asian Fusion
5082,Italian
5082,Bars
5083,Burgers
5083,Steakhouses
5084,Chinese
5085,Himalayan/Nepalese
5085,Indian
5086,Chinese
5086,Asian Fusion
5086,Gluten-Free
5087,Indian
5088,Italian
5088,Seafood
5088,Pizza
5089,Barbeque
5090,Thai
5091,Salad
5091,Cafes
5091,Sandwiches
5092,Breakfast & Brunch
5092,Cafes
5092,Burgers
5093,Pizza
5094,Italian
5095,American (New)
5095,Cafes
5096,Mexican
5097,American (New)
5098,Pizza
5099,Vietnamese
5099,Noodles
5100,Japanese
5101,Breakfast & Brunch
5102,Seafood Markets
5102,Seafood
5102,Tapas/Small Plates
5103,Japanese
5103,Sushi Bars
5104,Shanghainese
5104,Dim Sum
5105,Filipino
5105,Caterers
5106,Steakhouses
5106,Brazilian
5106,Buffets
5107,Dim Sum
5107,Seafood
5108,Chinese
5109,Dim Sum
5109,Cantonese
5110,Pizza
5110,Sandwiches
5111,Japanese
5111,Sushi Bars
5112,Fast Food
5112,Burgers
5113,Vietnamese
5113,Soup
5113,Chicken Wings
5114,Szechuan
5115,Filipino
5115,Asian Fusion
5116,Dim Sum
5117,Dim Sum
5117,Seafood
5118,Thai
5119,Vietnamese
5120,American (Traditional)
5120,Bars
5121,American (Traditional)
5121,Barbeque
5122,Korean
5122,Buffets
5123,Mexican
5124,Diners
5124,American (Traditional)
5124,Breakfast & Brunch
5125,Korean
5125,Bars
5125,Barbeque
5126,Sandwiches
5126,Salad
5126,Soup
5127,American (New)
5127,Pizza
5127,Sandwiches
5128,Japanese
5128,Sushi Bars
5129,Chinese
5130,American (New)
5131,American (New)
5132,Dim Sum
5132,Cantonese
5133,Seafood
5133,Breakfast & Brunch
5134,Chinese
5135,Thai
5136,Fast Food
5136,Mexican
5137,Coffee & Tea
5137,Breakfast & Brunch
5137,American (New)
5138,Japanese
5138,Sushi Bars
5139,Filipino
5140,Sports Bars
5140,Indian
5140,Himalayan/Nepalese
5141,Japanese
5142,Japanese
5143,Vietnamese
5144,American (New)
5144,Asian Fusion
5144,Bars
5145,Hot Pot
5145,Cantonese
5146,Irish
5146,Sports Bars
5147,Chinese
5147,Cafes
5147,Breakfast & Brunch
5148,Vegetarian
5148,Juice Bars & Smoothies
5148,Coffee & Tea
5149,Mexican
5149,Sports Bars
5149,Musicians
5150,Italian
5150,Coffee & Tea
5151,Korean
5152,Japanese
5152,Sushi Bars
5153,Teppanyaki
5154,Bars
5154,Arcades
5154,American (Traditional)
5155,Asian Fusion
5155,Thai
5155,Malaysian
5156,Vietnamese
5156,Soup
5156,Asian Fusion
5157,Seafood
5157,Cajun/Creole
5157,Bars
5158,Indian
5159,Ramen
5160,Vietnamese
5160,Filipino
5161,Pizza
5161,Cheesesteaks
5161,Sandwiches
5162,Middle Eastern
5162,Mediterranean
5163,Diners
5163,Breakfast & Brunch
5163,American (Traditional)
5164,Malaysian
5165,Afghan
5165,Halal
5165,Middle Eastern
5166,Greek
5166,Mediterranean
5167,Korean
5168,Chinese
5168,Seafood
5168,Halal
5169,Chinese
5170,Korean
5170,Barbeque
5170,Seafood
5171,Vegetarian
5171,Vegan
5171,Asian Fusion
5172,Italian
5173,Taiwanese
5173,Chinese
5173,Hot Pot
5174,Filipino
5175,Pizza
5175,Italian
5175,Salad
5176,Vietnamese
5177,Mexican
5178,Vietnamese
5179,Vietnamese
5179,Vegetarian
5179,Vegan
5180,Japanese
5180,Sushi Bars
5181,Chinese
5181,Fast Food
5181,Noodles
5182,Ramen
5182,Bubble Tea
5182,Juice Bars & Smoothies
5183,Thai
5184,Mexican
5185,Korean
5186,Hot Pot
5186,Live/Raw Food
5186,Cajun/Creole
5187,Diners
5187,American (Traditional)
5188,Sushi Bars
5188,Japanese
5189,Italian
5189,Salad
5189,Wine Bars
5190,Korean
5190,Fast Food
5190,Asian Fusion
5191,Chinese
5191,Halal
5192,Mexican
5193,Chinese
5193,Noodles
5194,Thai
5195,Italian
5195,Pizza
5195,Wine Bars
5196,Vietnamese
5196,Sandwiches
5197,Mexican
5198,Vietnamese
5198,Chinese
5198,Asian Fusion
5199,Dim Sum
5199,Cantonese
5200,Shaved Ice
5200,Hot Pot
5200,Tea Rooms
5201,American (New)
5201,Breakfast & Brunch
5202,Vegetarian
5202,Vegan
5202,Breakfast & Brunch
5203,Belgian
5203,American (Traditional)
5203,Breakfast & Brunch
5204,Burgers
5204,Vegetarian
5204,American (Traditional)
5205,Barbeque
5205,Breakfast & Brunch
5205,Salad
5206,American (New)
5206,Burgers
5206,Cocktail Bars
5207,Pubs
5207,American (Traditional)
5207,Burgers
5208,American (New)
5208,Breakfast & Brunch
5209,American (New)
5209,Vegetarian
5209,Tapas/Small Plates
5210,Southern
5210,Seafood
5210,Sandwiches
5211,American (New)
5211,Pubs
5211,Burgers
5212,Tapas Bars
5212,Tapas/Small Plates
5213,Seafood
5213,Seafood Markets
5214,Modern European
5215,Pubs
5215,German
5216,Mexican
5216,Breakfast & Brunch
5216,Bars
5217,Vegetarian
5217,Delis
5217,Health Markets
5218,American (New)
5218,Vegetarian
5218,Burgers
5219,American (Traditional)
5219,Breweries
5219,Bars
5220,Bars
5220,American (New)
5221,Gastropubs
5222,Bars
5222,American (Traditional)
5222,Breakfast & Brunch
5223,Bars
5223,Southern
5223,American (New)
5224,Bakeries
5224,French
5225,Breakfast & Brunch
5225,Sandwiches
5225,Cafes
5226,Seafood
5226,Wine Bars
5226,Desserts
5227,Cuban
5228,American (New)
5228,"Beer, Wine & Spirits"
5228,Wine Bars
5229,Delis
5229,Italian
5229,Sandwiches
5230,Wine Bars
5230,Tapas/Small Plates
5230,American (New)
5231,Breweries
5231,American (Traditional)
5232,German
5232,Bars
5233,American (New)
5234,American (New)
5234,Venues & Event Spaces
5234,Breakfast & Brunch
5235,Thai
5236,American (New)
5236,Tapas/Small Plates
5236,Breakfast & Brunch
5237,Pizza
5237,Vegan
5237,Vegetarian
5238,Middle Eastern
5238,Vegan
5238,Hookah Bars
5239,Steakhouses
5240,Breakfast & Brunch
5240,American (New)
5241,"Beer, Wine & Spirits"
5241,Hot Dogs
5242,Pubs
5242,Irish
5243,Spanish
5243,Tapas Bars
5243,Tapas/Small Plates
5244,Ethiopian
5244,Vegetarian
5245,French
5246,Japanese
5246,Asian Fusion
5246,Sushi Bars
5247,American (New)
5247,Gastropubs
5247,Breweries
5248,American (New)
5248,Bars
5249,Steakhouses
5249,Seafood
5249,Wine Bars
5250,Vietnamese
5251,American (New)
5251,Breakfast & Brunch
5251,Sandwiches
5252,American (Traditional)
5252,Beer Gardens
5252,Venues & Event Spaces
5253,Burgers
5253,Dive Bars
5254,American (New)
5255,Italian
5255,Desserts
5255,Wine Bars
5256,Southern
5256,Caribbean
5257,Vietnamese
5257,Sandwiches
5257,Noodles
5258,Pizza
5259,Pubs
5259,Irish
5260,Italian
5260,Seafood
5260,American (Traditional)
5261,Bakeries
5261,American (New)
5261,Cafes
5262,Seafood
5262,American (Traditional)
5263,American (New)
5263,Pubs
5263,British
5264,Pubs
5264,British
5264,Bowling
5265,Steakhouses
5265,Breakfast & Brunch
5265,American (Traditional)
5266,Vietnamese
5267,Bars
5267,American (Traditional)
5268,Fish & Chips
5269,Seafood
5270,French
5270,American (New)
5270,Breakfast & Brunch
5271,Latin American
5271,Salad
5271,Breakfast & Brunch
5272,American (New)
5272,Breakfast & Brunch
5273,Scandinavian
5273,American (New)
5274,American (New)
5274,Breakfast & Brunch
5274,Bars
5275,American (New)
5275,Breakfast & Brunch
5275,Venues & Event Spaces
5276,Latin American
5277,Pizza
5278,Burgers
5278,Bars
5278,American (New)
5279,Southern
5279,Salad
5279,Sandwiches
5280,Breakfast & Brunch
5280,American (New)
5280,Coffee & Tea
5281,Italian
5281,Wine Bars
5282,American (New)
5282,Bars
5283,Asian Fusion
5284,Mexican
5284,Bars
5285,American (New)
5285,Bars
5286,Steakhouses
5286,Pizza
5286,Desserts
5287,Bars
5287,Coffee & Tea
5287,American (New)
5288,American (New)
5288,Bakeries
5288,Desserts
5289,American (New)
5289,Bars
5289,Music Venues
5290,Breakfast & Brunch
5290,Pubs
5290,Beer Bar
5291,Gastropubs
5291,American (New)
5291,Breakfast & Brunch
5292,American (New)
5293,Ramen
5293,Izakaya
5293,Cocktail Bars
5294,Cafes
5294,American (New)
5294,Guest Houses
5295,American (New)
5295,Burgers
5295,Pubs
5296,American (Traditional)
5296,Breakfast & Brunch
5296,Cocktail Bars
5297,Himalayan/Nepalese
5297,Indian
5298,Burgers
5298,Breakfast & Brunch
5299,Ramen
5299,Poke
5299,Izakaya
5300,Breakfast & Brunch
5301,Seafood
5301,Steakhouses
5301,Italian
5302,Seafood
5302,Steakhouses
5302,Sandwiches
5303,Breakfast & Brunch
5303,Burgers
5303,Sandwiches
5304,Asian Fusion
5304,Hawaiian
5304,Seafood
5305,Seafood
5306,Seafood
5306,American (New)
5307,American (New)
5307,Breweries
5308,Italian
5308,French
5308,Wine Bars
5309,Seafood
5310,American (New)
5311,American (Traditional)
5311,Italian
5311,Breakfast & Brunch
5312,Seafood
5312,Cajun/Creole
5312,Southern
5313,Breakfast & Brunch
5313,American (New)
5314,Steakhouses
5314,Seafood
5315,American (New)
5315,Cocktail Bars
5315,American (Traditional)
5316,Seafood
5316,Italian
5317,Italian
5317,Pizza
5317,Gluten-Free
5318,American (Traditional)
5319,Seafood
5319,Steakhouses
5320,Pubs
5320,British
5321,Creperies
5321,Breakfast & Brunch
5322,Japanese
5322,Sushi Bars
5323,Seafood
5323,Italian
5323,Pizza
5324,Italian
5325,Delis
5325,Sandwiches
5326,Seafood
5326,Bars
5326,Breakfast & Brunch
5327,Seafood
5328,Seafood
5328,Italian
5328,Steakhouses
5329,American (New)
5329,Salad
5329,Sandwiches
5330,Mediterranean
5330,Lebanese
5330,Vegan
5331,Bakeries
5331,American (Traditional)
5331,Breakfast & Brunch
5332,Italian
5332,Seafood
5332,Steakhouses
5333,Bakeries
5333,Sandwiches
5333,Cafes
5334,Breweries
5334,American (Traditional)
5334,Beer Gardens
5335,Mexican
5335,Bars
5335,Buffets
5336,Mediterranean
5336,Middle Eastern
5337,Breweries
5337,American (Traditional)
5337,Sports Bars
5338,French
5339,Italian
5339,Seafood
5339,Fish & Chips
5340,Indian
5341,Mexican
5342,Coffee & Tea
5342,Italian
5342,Breakfast & Brunch
5343,American (Traditional)
5343,Bars
5344,Mexican
5344,Vegan
5345,Mexican
5346,American (New)
5347,Coffee & Tea
5347,Sandwiches
5347,Burgers
5348,Sushi Bars
5348,Japanese
5349,Seafood
5349,Bars
5349,Breakfast & Brunch
5350,Seafood
5350,Steakhouses
5350,Soup
5351,Delis
5351,Sandwiches
5352,Poutineries
5353,Canadian (New)
5354,Sandwiches
5354,Breakfast & Brunch
5355,Breakfast & Brunch
5356,Japanese
5357,French
5358,Seafood
5358,Steakhouses
5359,Barbeque
5359,Bakeries
5359,Portuguese
5360,Diners
5360,American (Traditional)
5361,French
5361,Wine Bars
5362,French
5362,Breakfast & Brunch
5362,Delicatessen
5363,American (Traditional)
5363,Poutineries
5364,Chinese
5365,Creperies
5365,Jazz & Blues
5366,Delis
5366,Sandwiches
5366,Steakhouses
5367,French
5367,Mediterranean
5368,Bakeries
5368,Sandwiches
5368,Coffee & Tea
5369,Lebanese
5370,Breakfast & Brunch
5370,Burgers
5370,Pizza
5371,Canadian (New)
5371,French
5372,Modern European
5373,Seafood
5374,Poutineries
5375,Coffee & Tea
5375,Breakfast & Brunch
5376,Steakhouses
5377,Burgers
5377,American (Traditional)
5378,Sushi Bars
5378,Japanese
5379,French
5380,Breakfast & Brunch
5380,Burgers
5380,Cafes
5381,Korean
5382,Japanese
5382,Pubs
5383,French
5384,Breakfast & Brunch
5384,Diners
5384,Soup
5385,French
5386,Chinese
5387,Japanese
5387,Pubs
5387,Tapas Bars
5388,Southern
5388,American (Traditional)
5388,Diners
5389,Japanese
5390,Venezuelan
5390,Gluten-Free
5390,Vegan
5391,Portuguese
5391,Seafood
5392,Vegetarian
5393,French
5394,French
5395,French
5395,Canadian (New)
5396,Chinese
5397,Seafood
5398,Canadian (New)
5399,Bars
5399,Japanese
5400,Spanish
5400,French
5400,Mediterranean
5401,Middle Eastern
5401,Mediterranean
5402,Tapas Bars
5402,Spanish
5403,Vietnamese
5403,Asian Fusion
5404,Sushi Bars
5404,Japanese
5405,Ramen
5405,Soup
5405,Asian Fusion
5406,Ramen
5407,Cuban
5408,Italian
5409,Thai
5410,Chinese
5410,Wine Bars
5410,Cocktail Bars
5411,Dim Sum
5412,Taiwanese
5412,Juice Bars & Smoothies
5412,Cafes
5413,American (New)
5414,Pubs
5414,American (New)
5414,Beer Gardens
5415,Thai
5416,Indian
5416,Salad
5416,Buffets
5417,American (New)
5417,American (Traditional)
5417,Diners
5418,Mexican
5419,Mexican
5419,Breakfast & Brunch
5420,Korean
5421,Japanese
5421,Hot Pot
5422,Pizza
5422,Italian
5423,Halal
5423,Indian
5423,Pakistani
5424,Ramen
5424,Noodles
5425,Japanese
5426,Breweries
5426,American (Traditional)
5426,Bars
5427,Chinese
5427,Taiwanese
5428,Indian
5429,American (New)
5429,Breakfast & Brunch
5429,Creperies
5430,Sushi Bars
5430,Ramen
5431,Japanese
5431,Sushi Bars
5431,Seafood
5432,Himalayan/Nepalese
5432,Indian
5433,Mexican
5433,Bars
5434,Burgers
5434,Pubs
5434,German
5435,Vegetarian
5435,Vegan
5435,Cantonese
5436,Delis
5436,Donuts
5436,Breakfast & Brunch
5437,Japanese
5437,Sushi Bars
5438,Bakeries
5438,Patisserie/Cake Shop
5438,Coffee & Tea
5439,Indian
5440,Pizza
5440,Italian
5441,Breakfast & Brunch
5442,Japanese
